id,小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件
483,平安里小区,鼓楼,350,28260元/平米,3室2厅1厨2卫,低楼层 (共7层),123.85㎡,复式,暂无数据,板楼,南 北,砖混结构,精装,一梯四户,无,70年,2019-09-11,房改房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
484,五塘新村,鼓楼,120,25532元/平米,2室1厅1厨1卫,高楼层 (共6层),47㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,一梯两户,无,70年,2019-10-26,房改房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片
485,天元吉第城,江宁,205,22814元/平米,2室2厅1厨1卫,高楼层 (共6层),89.86㎡,平层,75.14㎡,板楼,南 北,砖混结构,毛坯,一梯两户,无,70年,2019-10-09,商品房,2010-10-25,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
486,清江花苑碧波园,鼓楼,550,46540元/平米,3室2厅1厨1卫,低楼层 (共11层),118.18㎡,平层,暂无数据,板塔结合,西南,钢混结构,精装,一梯四户,有,70年,2019-10-17,房改房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
487,乐业东苑,雨花台,143,21033元/平米,2室1厅1厨1卫,高楼层 (共18层),67.99㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,两梯八户,有,70年,2019-11-27,经济适用房,2019-11-27,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片
488,左邻右里,江宁,258,31770元/平米,2室2厅1厨1卫,高楼层 (共16层),81.21㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯五户,有,70年,2019-11-12,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 30万元
                              ",未上传房本照片
489,兴贤佳园近贤苑,玄武,161,23314元/平米,2室1厅1厨1卫,高楼层 (共18层),69.06㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯五户,有,70年,2019-11-18,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 80万元 业主自还
                              ",未上传房本照片
490,春江新城新河苑二期,雨花台,170,24674元/平米,2室1厅1厨1卫,中楼层 (共18层),68.9㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,70年,2019-11-22,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片
491,弘阳旭日上城二区,浦口,290,25218元/平米,3室2厅1厨1卫,中楼层 (共34层),115㎡,平层,暂无数据,塔楼,南,钢混结构,精装,三梯四户,有,70年,2019-11-06,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 80万元 银行 客户偿还
                              ",未上传房本照片
492,银龙雅苑,秦淮,121,23961元/平米,1室1厅1厨1卫,中楼层 (共11层),50.5㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯四户,有,70年,2019-10-12,房改房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
493,宏进锦绣家园,溧水,105,9375元/平米,3室2厅1厨1卫,高楼层 (共6层),112㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,一梯两户,暂无数据,70年,2019-11-11,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
494,新城花漾紫郡,浦口,170,21519元/平米,3室2厅1厨1卫,高楼层 (共18层),79㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,70年,2019-11-06,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 50万元
                              ",未上传房本照片
495,银龙花园一期北区,秦淮,225,25502元/平米,3室1厅1厨1卫,高楼层 (共6层),88.23㎡,复式,76.58㎡,板楼,南 北,钢混结构,精装,一梯两户,无,70年,2018-11-08,房改房,2019-06-13,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片
496,银城花园北片,鼓楼,290,67631元/平米,1室1厅1厨1卫,低楼层 (共7层),42.88㎡,平层,34.8㎡,板楼,南 北,砖混结构,简装,一梯两户,无,70年,2018-10-14,商品房,2013-04-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
497,和会街,鼓楼,286,44342元/平米,3室1厅1厨1卫,高楼层 (共7层),64.5㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,无,70年,2019-03-11,商品房,2013-10-29,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
498,首创立方,建邺,93,17548元/平米,1室1厅1厨1卫,中楼层 (共27层),53㎡,平层,暂无数据,板楼,南,钢混结构,精装,四梯二十户,有,40年,2019-08-10,商品房,暂无数据,酒店式公寓,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
499,银龙翠苑,秦淮,115,19212元/平米,1室2厅1厨1卫,中楼层 (共11层),59.86㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯四户,有,70年,2019-11-23,经济适用房,2019-11-25,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片
500,武夷绿洲品茗苑,江宁,246,32099元/平米,2室2厅1厨1卫,中楼层 (共6层),76.64㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,70年,2019-10-26,商品房,2016-12-12,普通住宅,满两年,共有,"
                                有抵押 140万元
                              ",已上传房本照片
501,同曦国际广场,江宁,410,26064元/平米,3室1厅1厨2卫,低楼层 (共25层),157.31㎡,平层,暂无数据,板塔结合,东 南 北,钢混结构,精装,两梯三户,有,70年,2019-01-02,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 250万元 客户偿还
                              ",未上传房本照片
502,百家湖国际花园,江宁,335,26358元/平米,3室2厅1厨2卫,中楼层 (共28层),127.1㎡,平层,106.65㎡,塔楼,东 北,钢混结构,毛坯,三梯八户,有,70年,2019-03-01,商品房,2009-10-29,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
503,天祥家园,江宁,140,20018元/平米,2室1厅1厨1卫,低楼层 (共18层),69.94㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,有,70年,2019-12-05,动迁安置房,2019-12-15,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片
504,南炼三村,栖霞,103,16480元/平米,2室1厅1厨1卫,低楼层 (共6层),62.5㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯四户,无,70年,2019-12-30,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片
505,滨江奥城听雨苑,建邺,468,35396元/平米,3室2厅1厨2卫,高楼层 (共5层),132.22㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,70年,2018-10-28,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
506,天润城第三街区,浦口,179.5,19143元/平米,2室2厅1厨1卫,中楼层 (共11层),93.77㎡,平层,79.65㎡,板楼,南 北,钢混结构,简装,一梯两户,有,70年,2020-01-05,商品房,2014-12-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
507,高云岭,鼓楼,235,36199元/平米,3室1厅1厨1卫,低楼层 (共6层),64.92㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,无,70年,2019-12-12,房改房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片
508,璟湖国际,六合,48,7500元/平米,1室1厅1厨1卫,中楼层 (共10层),64㎡,暂无数据,暂无数据,板楼,北,钢混结构,毛坯,八梯四户,有,70年,2019-07-19,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片
509,百水家园,栖霞,185,21714元/平米,3室1厅1厨1卫,高楼层 (共6层),85.2㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,无,70年,2019-03-30,房改房,2006-07-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
510,四方新村四村,秦淮,125,30819元/平米,2室1厅1厨1卫,中楼层 (共7层),40.56㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯两户,无,70年,2019-09-16,动迁安置房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片
511,宜家国际公寓,江宁,209,23018元/平米,2室2厅1厨1卫,高楼层 (共6层),90.8㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,无,70年,2018-12-10,商品房,2013-10-25,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
512,紫金墨香苑,玄武,142,25439元/平米,2室1厅1厨1卫,低楼层 (共18层),55.82㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,简装,两梯八户,有,70年,2019-12-13,动迁安置房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                无抵押
                              ",未上传房本照片
513,洲岛家园,建邺,235,28144元/平米,3室2厅1厨1卫,中楼层 (共26层),83.5㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,两梯六户,有,70年,2019-11-01,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
514,盛和家园,玄武,161.5,17957元/平米,3室1厅1厨1卫,低楼层 (共18层),89.94㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,有,70年,2019-05-29,经济适用房,2017-04-21,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
515,威尼斯水城第十街区,浦口,165,20602元/平米,2室2厅1厨1卫,高楼层 (共6层),80.09㎡,平层,73㎡,板楼,南 北,钢混结构,毛坯,一梯两户,无,70年,2018-06-20,商品房,2016-05-12,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
516,开源小区二村,秦淮,99.9,26139元/平米,1室1厅1厨1卫,高楼层 (共6层),38.22㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯三户,无,70年,2019-04-02,房改房,2016-04-05,普通住宅,满两年,共有,"
                                有抵押 30万元 客户偿还
                              ",已上传房本照片
517,白云雅居,鼓楼,111,21562元/平米,1室1厅1厨1卫,中楼层 (共11层),51.48㎡,平层,暂无数据,板塔结合,东 西,砖混结构,简装,一梯七户,有,70年,2019-07-01,动迁安置房,2019-07-02,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片
518,德基紫金南苑,玄武,495,38281元/平米,3室2厅1厨2卫,高楼层 (共17层),129.31㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯四户,有,70年,2019-06-05,商品房,2009-09-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
519,银河湾花园,江宁,259,23334元/平米,3室2厅1厨2卫,中楼层 (共18层),111㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,70年,2019-11-12,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                无抵押
                              ",未上传房本照片
520,军师巷,秦淮,165,30658元/平米,2室1厅1厨1卫,中楼层 (共5层),53.82㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯三户,无,70年,2019-12-03,房改房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片
